Site,Observer,Subpoint,VOR,PDB,DBHt,PW,WHt,PE,EHt,PA,AHt,PH,HHt,PL,LHt,PB
HortonCreek112,RA,2,0,2,0.5,0,0,3,0.4,0,0,2,0.7,3,0.1,1
HortonCreek112,RA,3,0,1,0.1,0,0,3,0.2,0,0,1,0.5,4,0.1,2
HortonCreek112,RA,4,0,2,0.3,0,0,3,0.2,0,0,1,0.5,4,0.1,1
HortonCreek112,RA,5,0,0,0,0,0,4,0.7,0,0,1,0.5,2,0.1,2
HortonCreek112,JT,6,0,0,0,0,0,2,0.3,0,0,2,0.7,3,0.3,3
HortonCreek112,JT,7,0,0,0,2,0.3,3,0.3,0,0,2,0.8,4,0.4,2
HortonCreek112,JT,8,0,3,0.7,0,0,0,0,0,0,1,3.1,5,0.5,0
HortonCreek112,JT,9,0,0,0,0,0,2,0.2,0,0,2,0.7,1,0.3,4
HortonCreek112,JT,10,0,2,0.6,0,0,3,0.4,0,0,2,1,3,0.4,3
HortonCreek113,RA,1,0,1,0.3,0,0,3,0.1,0,0,1,0.3,4,0.05,2
HortonCreek113,RA,2,0,0,0,0,0,3,0.2,0,0,1,0.5,4,0.1,1
HortonCreek113,RA,3,0,0,0,0,0,4,0.1,0,0,1,0.5,3,0.1,2
HortonCreek113,RA,4,0,0,0,0,0,3,0.1,0,0,1,0.1,4,0.1,2
LivingstonCreek112,RA,1,1.5,2,2.3,3,3.1,1,0.9,0,0,3,3,0,0,0
LivingstonCreek112,RA,2,1,1,0.3,2,0.7,2,0.6,0,0,6,3.1,1,0.1,0
LivingstonCreek112,RA,3,1,0,0,2,1.4,2,1.2,0,0,4,3.1,2,1.1,0
LivingstonCreek112,RA,4,2.5,0,0,2,1,1,1.3,0,0,5,3.1,1,0.3,0
LivingstonCreek112,RA,5,1,0,0,1,1.2,0,0,0,0,5,2.8,0,0,0
LivingstonCreek112,RR,6,1,0,0,0,0,3,0.5,0,0,3,3.1,4,1,0
LivingstonCreek112,RR,7,0.5,0,0,2,1.1,2,0.7,0,0,3,2.4,5,0.8,0
LivingstonCreek112,RR,8,1,0,0,1,0.8,5,1.4,0,0,2,2.1,3,1,0
LivingstonCreek112,RR,9,0.5,0,0,1,0.9,2,0.4,0,0,3,2.1,2,0.9,2
LivingstonCreek112,RR,10,1,4,1.5,0,0,3,0.8,0,0,2,2.1,3,0.5,0
LivingstonCreek113,RA,1,1,0,0,1,0.1,4,0.2,0,0,2,1.5,3,0.3,0
LivingstonCreek113,RA,2,0.5,0,0,2,1,0,0,0,0,4,3,0,0,0
LivingstonCreek113,RA,3,0.5,0,0,1,0.6,4,0.2,0,0,2,0.7,3,0.2,0
LivingstonCreek113,RA,4,0.5,0,0,2,0.9,1,0.5,0,0,3,1.8,3,0.6,0
LivingstonCreek113,RA,5,0,0,0,0,0,3,0.5,0,0,3,2,2,0.9,0
LivingstonCreek113,RR,6,1,0,0,0,0,0,0,0,0,2,2.3,0,0,1
LivingstonCreek113,RR,7,1,0,0,3,0.7,3,1,0,0,3,1.8,3,0.6,2
LivingstonCreek113,RR,8,0.5,0,0,2,1.7,3,0.9,0,0,2,1.6,4,0.4,1
LivingstonCreek113,RR,9,0.5,0,0,3,0.9,2,0.5,0,0,2,1.2,3,0.5,3
LivingstonCreek113,RR,10,1,0,0,1,0.9,3,0.9,0,0,3,2.4,3,0.9,0
LivingstonCreek114,RA,1,0.5,0,0,2,0.5,5,0.5,0,0,2,1.7,1,0.3,0
LivingstonCreek114,RA,2,0,0,0,1,0.5,5,0.4,0,0,2,2.2,2,0.3,0
LivingstonCreek114,RA,3,1,0,0,1,0.2,2,0.9,0,0,4,2.2,2,0.3,0
LivingstonCreek114,RA,4,0,0,0,0,0,0,0,0,0,6,1.2,1,0.2,0
LivingstonCreek114,RA,5,0.5,0,0,0,0,0,0,0,0,6,2.2,0,0,0
LivingstonCreek114,RR,6,0.5,0,0,4,0.5,0,0,0,0,3,2,3,0.3,0
LivingstonCreek114,RR,7,0.5,0,0,2,0.5,2,0.4,0,0,3,1.8,4,0.4,0
LivingstonCreek114,RR,8,1.5,0,0,1,0.5,2,0.8,0,0,3,1.4,4,0.6,2
LivingstonCreek114,RR,9,0.5,0,0,1,0.5,4,0.9,0,0,3,1.9,4,0.5,0
LivingstonCreek114,RR,10,0,0,0,0,0,1,0.2,0,0,4,2.1,4,0.5,0
LivingstonCreek115,RA,1,0.5,0,0,2,1.8,0,0,0,0,5,3.4,0,0,0
LivingstonCreek115,RA,2,1.5,0,0,2,1.5,0,0,0,0,6,3.5,0,0,0
LivingstonCreek115,RA,3,12.5,0,0,5,4.8,0,0,0,0,3,3.7,0,0,0
LivingstonCreek115,RA,4,0.5,0,0,2,0.9,3,0.6,0,0,3,2.3,0,0,2
LivingstonCreek115,RA,5,1,0,0,4,3.1,0,0,0,0,4,4,0,0,0
LivingstonCreek115,RR,6,2.5,0,0,3,2.8,0,0,0,0,4,3.7,0,0,2
LivingstonCreek115,RR,7,2,0,0,3,2.3,0,0,0,0,4,3.2,0,0,0
LivingstonCreek115,RR,8,0.5,0,0,3,0.9,0,0,0,0,5,3.3,0,0,0
LivingstonCreek115,RR,9,1,0,0,2,1.3,0,0,0,0,3,3.4,0,0,3
LivingstonCreek115,RR,10,3,0,0,5,6.2,0,0,0,0,3,2.1,1,0,2
LivingstonCreek116,RA,1,0,0,0,4,1,2,1.9,0,0,2,1.9,0,0,0
LivingstonCreek116,RA,2,0.5,0,0,3,1.1,0,0,0,0,3,1.9,0,0,0
LivingstonCreek116,RA,3,0.5,0,0,0,0,5,1,0,0,3,2.3,1,0.2,0
LivingstonCreek116,RA,4,1,0,0,2,1.1,3,0.8,0,0,3,2,1,0.1,0
LivingstonCreek116,RA,5,1,0,0,3,0.7,2,1,0,0,3,2.6,0,0,0
LivingstonCreek116,RR,6,2.5,3,2.6,4,4.3,1,1.9,0,0,3,3.7,0,0,0
LivingstonCreek116,RR,7,1,0,0,3,1.6,0,0,0,0,5,3.5,0,0,0
LivingstonCreek116,RR,8,1.5,3,2.4,1,1.7,4,2.1,0,0,3,3.6,0,0,1
LivingstonCreek116,RR,9,2,4,3.1,2,1.6,2,1.8,0,0,2,2.9,1,0.1,0
LivingstonCreek116,RR,10,0.5,0,0,2,0.7,1,0.3,0,0,5,4.4,0,0,0
LivingstonCreek211,RA,1,1.5,1,1.9,0,0,2,1.7,0,0,4,2.7,1,0.6,0
LivingstonCreek211,RA,2,2.5,3,2.2,1,0.8,3,1.8,0,0,3,2.8,3,0.6,0
LivingstonCreek211,RA,3,0.5,1,1.4,0,0,3,1.3,0,0,2,3.1,4,0.5,0
LivingstonCreek211,RA,4,1.5,2,1.5,1,1.5,2,2.3,0,0,3,3.2,3,0.4,0
LivingstonCreek211,RA,5,1,1,2.3,1,0.9,3,2.2,0,0,4,3.1,3,0.6,0
LivingstonCreek211,RR,6,1.5,0,0,0,0,3,1.4,0,0,5,4.9,1,0.2,0
LivingstonCreek211,RR,7,1,1,0.8,1,0.6,2,0.8,0,0,3,2.9,0,0,0
LivingstonCreek211,RR,8,0.5,1,1.1,1,0.6,2,0.8,0,0,3,2.3,4,0.5,0
LivingstonCreek211,RR,9,1,3,2.9,0,0,3,1.5,0,0,3,2.8,3,0.9,0
LivingstonCreek211,RR,10,0.5,2,0.8,1,0.5,3,1,0,0,2,2,4,0.3,0
LivingstonCreek210,RR,1,2,0,0,0,0,0,0,0,0,3,3.6,0,0,3
LivingstonCreek210,RR,2,11.5,0,0,5,11,0,0,0,0,2,2.1,0,0,2
LivingstonCreek210,RR,3,3,0,0,2,1.9,0,0,0,0,3,4.2,0,0,3
LivingstonCreek210,RR,4,0.5,0,0,0,0,0,0,0,0,1,0.6,0,0,6
LivingstonCreek210,RR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LivingstonCreek210,RR,6,1.5,3,1.8,2,1.5,0,0,0,0,3,2.7,2,0.5,0
LivingstonCreek210,RR,7,2,2,2.2,3,1.9,0,0,0,0,4,3.7,0,0,1
LivingstonCreek210,RR,8,2.5,2,1.4,2,1.7,2,1.7,0,0,4,2.9,0,0,0
LivingstonCreek210,RR,9,1.5,0,0,3,2.5,5,2.4,0,0,1,2.2,0,0,2
LivingstonCreek210,RR,10,1.5,0,0,2,1.4,0,0,0,0,2,3.4,0,0,4
LivingstonCreek29,RR,1,2,0,0,3,0.8,1,0.8,0,0,2,2.9,2,0.8,0
LivingstonCreek29,RR,2,0.5,0,0,3,1.1,0,0,0,0,4,3.1,2,0.6,0
LivingstonCreek13,RR,6,0,0,0,0,0,2,1.4,0,0,1,2,3,0.4,5
LivingstonCreek13,RR,7,0.5,0,0,0,0,3,1,0,0,2,0.9,3,0.2,3
LivingstonCreek13,RR,8,1,0,0,2,0.4,4,0.7,0,0,3,2.2,0,0,0
LivingstonCreek13,RR,9,1,0,0,3,2.9,3,2.3,0,0,2,2.3,1,0.4,0
LivingstonCreek13,RR,10,0.5,0,0,2,1.7,3,1.1,0,0,3,2.4,1,0.1,0
LivingstonCreek14,RA,1,0.5,3,1.3,0,0,3,1.2,0,0,2,1.5,2,0.8,0
LivingstonCreek14,RA,2,0.5,2,1.2,1,0.3,1,1.2,0,0,4,2.1,3,1,0
LivingstonCreek14,RA,3,0.5,2,1.1,1,0.9,3,0.8,0,0,2,2.3,3,0.5,0
LivingstonCreek14,RA,4,0.5,2,1.8,0,0,1,1.3,0,0,4,1.6,3,0.9,0
LivingstonCreek14,RA,5,3,1,1.1,0,0,1,1,0,0,4,2.6,0,0,0
LivingstonCreek14,RR,6,0.5,2,1.2,0,0,5,1.3,0,0,2,1.8,3,1.1,0
LivingstonCreek14,RR,7,1,3,1.4,0,0,3,1.2,0,0,3,2.7,5,0.8,0
LivingstonCreek14,RR,8,1,2,1.1,0,0,3,1.5,0,0,3,2.8,4,1.1,0
LivingstonCreek14,RR,9,0,3,0.9,1,0.9,2,1,0,0,1,2.3,5,0.7,0
LivingstonCreek14,RR,10,0.5,2,0.8,0,0,3,0.8,0,0,3,2.9,5,0.9,0
LivingstonCreek14,RR,11,0,0,0,0,0,3,0.8,0,0,1,1.1,3,0.1,4
LivingstonCreek14,RR,12,0,0,0,0,0,4,0.5,0,0,3,1.9,4,0.3,1
LivingstonCreek14,RR,13,0,0,0,0,0,4,0.5,0,0,1,0.8,4,0.6,3
LivingstonCreek14,RR,14,0,0,0,0,0,4,1.4,0,0,1,0.9,3,0.4,3
LivingstonCreek14,RR,15,0.5,0,0,0,0,5,0.8,0,0,2,2.3,4,0.8,0
LivingstonCreek15,RA,1,2.5,2,2.3,1,0.8,1,1.6,0,0,6,3.6,1,0.4,0
LivingstonCreek15,RA,2,2,1,1.9,0,0,1,1.5,0,0,5,3.8,0,0,0
LivingstonCreek15,RA,3,1.5,1,0.8,0,0,2,1,0,0,4,4.1,0,0,0
LivingstonCreek15,RA,4,2,1,2.1,0,0,1,1.4,0,0,5,3.8,1,0.5,0
LivingstonCreek15,RA,5,1,2,1,0,0,2,1.3,0,0,4,4.1,2,0.5,0
LivingstonCreek15,RR,6,1.5,1,1.1,2,0.9,2,1.4,0,0,5,3.9,0,0,0
LivingstonCreek15,RR,7,1,1,0.9,0,0,1,0.8,0,0,5,3.5,1,0.4,0
LivingstonCreek15,RR,8,1,0,0,1,0.5,1,0.4,0,0,4,3.5,0,0,0
LivingstonCreek15,RR,9,2,0,0,2,1.1,0,0,0,0,6,3.8,0,0,0
LivingstonCreek15,RR,10,5,0,0,0,0,0,0,0,0,2,4.7,0,0,0
LivingstonCreek16,RA,1,0.5,2,1.3,0,0,2,0.9,0,0,4,2.7,2,0.7,0
LivingstonCreek16,RA,2,1,2,2.5,1,1.3,2,1.8,0,0,5,2.6,1,1,0
LivingstonCreek16,RA,3,0.5,2,2.6,0,0,2,0.6,0,0,3,2.8,3,0.6,0
LivingstonCreek16,RA,4,1,2,2.1,1,0.9,3,1.7,0,0,3,2.8,1,0.5,0
LivingstonCreek16,RA,5,1,1,1.8,0,0,2,1.5,0,0,4,3,1,0.4,0
LivingstonCreek16,RR,6,1.5,1,2.1,1,1.4,2,1.1,0,0,5,3.8,2,0.3,0
LivingstonCreek16,RR,7,1.5,1,1.4,1,1,1,1.2,0,0,6,4.7,0,0,0
LivingstonCreek16,RR,8,1,2,1.2,0,0,1,1.2,0,0,5,2.7,0,0,0
LivingstonCreek16,RR,9,1,2,1.1,0,0,2,1.2,0,0,5,2.6,3,0.7,0
LivingstonCreek16,RR,10,0.5,3,1.2,0,0,3,0.8,0,0,2,1.6,5,0.9,0
LivingstonCreek17,RA,1,1,1,1.2,1,1.2,1,0.7,0,0,4,3.3,1,0.4,0
LivingstonCreek17,RA,2,0.5,2,0.4,2,1.3,1,1,0,0,4,3.2,1,0.4,0
LivingstonCreek17,RA,3,1.5,1,1.6,2,2,1,1,0,0,4,3.6,1,0.4,0
LivingstonCreek17,RA,4,1.5,2,0.8,0,0,2,1.4,0,0,4,4.5,1,0.3,0
LivingstonCreek17,RA,5,1.5,2,1,0,0,2,1.3,0,0,4,3.2,1,0.7,0
LivingstonCreek17,RA,6,1,2,1.1,2,1.4,1,0.5,0,0,4,4,1,0.8,0
LivingstonCreek17,RA,7,1,2,2.3,0,0,3,0.5,0,0,3,2.8,2,0.9,0
LivingstonCreek17,RA,8,1.5,2,3,1,1.3,1,0.8,0,0,4,3.2,1,1.1,0
LivingstonCreek29,RR,3,1.5,0,0,3,1.3,0,0,0,0,4,3.2,2,0.9,0
LivingstonCreek29,RR,4,1,0,0,4,0.8,2,1.7,0,0,3,2.8,0,0,0
LivingstonCreek29,RR,5,1.5,0,0,2,0.9,2,1.3,0,0,5,2.2,0,0,0
LivingstonCreek29,RR,6,2,3,3,3,2.8,0,0,0,0,2,3.2,0,0,0
LivingstonCreek29,RR,7,2,0,0,3,2.9,2,1.8,0,0,4,3.4,0,0,0
LivingstonCreek29,RR,8,1,2,0.7,3,1.9,1,1,0,0,3,3,2,0.3,0
LivingstonCreek29,RR,9,2,3,4,4,2.5,0,0,0,0,4,3.6,1,0.7,0
LivingstonCreek29,RR,10,1.5,5,1.8,2,2,0,0,0,0,1,2.7,3,0.8,0
LivingstonCreek28,RA,1,1,0,0,2,1.1,2,1.4,0,0,3,3.2,3,0.5,0
LivingstonCreek28,RA,2,1,1,1.3,3,1.8,2,1.9,0,0,3,2.7,1,0.4,0
LivingstonCreek28,RA,3,1.5,0,0,3,0.9,0,0,0,0,5,2.7,0,0,0
LivingstonCreek28,RA,4,1,0,0,3,1.2,1,1.5,0,0,4,3,2,0.6,0
LivingstonCreek28,RA,5,1.5,0,0,2,0.8,0,0,0,0,4,3,2,0.7,0
LivingstonCreek28,RR,6,1,0,0,3,1.3,0,0,0,0,3,2.8,0,0,0
LivingstonCreek28,RR,7,1,0,0,2,0.6,0,0,0,0,3,3.3,0,0,0
LivingstonCreek28,RR,8,1,0,0,3,1,0,0,0,0,3,2.6,0,0,0
LivingstonCreek28,RR,9,1.5,0,0,3,0.9,0,0,0,0,5,2.1,0,0,0
LivingstonCreek28,RR,10,1,0,0,2,1.3,0,0,0,0,5,2,1,0.5,0
LivingstonCreek27,RA,1,0.5,0,0,1,0.5,4,0.9,0,0,2,2.5,3,0.4,0
LivingstonCreek27,RA,2,1,0,0,1,0.6,3,1.9,0,0,4,2.6,0,0,0
LivingstonCreek27,RA,3,0.5,1,0.9,3,1.2,1,1.2,0,0,4,2.4,1,0.5,0
LivingstonCreek27,RA,4,0.5,1,0.5,0,0,5,1,0,0,2,1.6,1,0.8,0
LivingstonCreek27,RA,5,0.5,0,0,0,0,4,0.7,0,0,2,1.6,3,0.3,0
LivingstonCreek27,RR,6,0.5,0,0,2,1.3,4,1.3,0,0,1,2.1,3,1,0
LivingstonCreek13,RA,11,0,0,0,1,0.3,3,0.5,0,0,2,1.7,3,0.5,0
LivingstonCreek13,RA,12,0,0,0,1,0.4,3,1.4,0,0,1,1.2,3,0.2,3
LivingstonCreek13,RR,1,0,0,0,0,0,5,1,0,0,1,0.9,2,0.2,2
LivingstonCreek13,RA,13,0,0,0,1,0.4,4,1.2,0,0,2,2.5,1,0.3,1
LivingstonCreek27,RR,7,0.5,0,0,2,1.2,3,1.5,0,0,3,1.4,2,0.8,0
LivingstonCreek27,RR,8,0.5,0,0,0,0,4,1.4,0,0,1,1.1,5,0.3,0
LivingstonCreek27,RR,9,0,0,0,1,0.5,4,0.9,0,0,2,1.7,4,0.5,0
LivingstonCreek27,RR,10,0,0,0,2,0.6,3,1.3,0,0,2,1.9,4,0.3,0
LivingstonCreek26,RA,1,1,0,0,2,1.7,3,2.1,0,0,3,2.2,2,0.4,0
LivingstonCreek26,RA,2,1,0,0,3,0.8,0,0,0,0,4,2.5,0,0,0
LivingstonCreek26,RA,3,1,0,0,2,0.7,2,0.7,0,0,4,2,1,0.8,0
LivingstonCreek26,RA,4,0.5,0,0,1,0.2,4,1,0,0,3,1.9,2,0.6,0
LivingstonCreek26,RA,5,0,0,0,0,0,3,1,0,0,3,1.7,3,0.2,0
LivingstonCreek26,RR,6,1.5,0,0,2,0.9,2,0.6,0,0,5,3.5,1,0.3,1
LivingstonCreek26,RR,7,1,0,0,2,1.5,3,1,0,0,4,3.3,3,0.6,0
LivingstonCreek26,RR,8,1,0,0,2,1.3,4,0.8,0,0,3,3.8,2,0.7,0
LivingstonCreek26,RR,9,1,0,0,3,1.6,0,0,0,0,5,2.9,0,0,0
LivingstonCreek26,RR,10,0.5,0,0,2,1,1,0.2,0,0,4,2.8,1,0.2,0
LivingstonCreek25,RA,1,1,0,0,3,0.9,1,0.6,0,0,4,3.5,2,0.3,0
LivingstonCreek25,RA,2,2,0,0,2,0.8,0,0,0,0,5,3.2,0,0,0
LivingstonCreek25,RA,3,0,0,0,2,0.8,2,0.2,0,0,3,1.3,3,0.2,0
LivingstonCreek25,RA,4,0.5,0,0,1,0.4,3,0.4,0,0,2,0.8,4,0.3,2
LivingstonCreek25,RA,5,0,0,0,1,0.5,3,0.5,0,0,2,1.2,4,0.3,2
LivingstonCreek25,RR,6,2,0,0,2,1.9,0,0,0,0,5,3.6,0,0,0
LivingstonCreek25,RR,7,0.5,1,0.9,1,1.3,3,1.5,0,0,4,3.5,2,0.5,0
LivingstonCreek25,RR,8,1,0,0,2,0.6,1,0.2,0,0,5,3.4,0,0,0
LivingstonCreek25,RR,9,1,0,0,2,0.6,2,0.6,0,0,5,4,2,0.5,0
LivingstonCreek25,RR,10,1,0,0,3,2.5,1,0.5,0,0,3,3.2,0,0,0
LivingstonCreek13,RA,14,0.5,2,0.5,0,0,4,0.5,0,0,2,3,1,0.5,1
LivingstonCreek13,RA,15,2,0,0,1,0.8,4,0.2,0,0,2,1.8,2,0.1,2
LivingstonCreek13,RR,2,0.5,1,0.4,3,0.5,3,0.7,0,0,4,1.4,2,0.3,0
LivingstonCreek13,RR,3,1.5,0,0,3,0.5,2,1.4,0,0,5,2.2,0,0,0
LivingstonCreek13,RR,4,0.5,0,0,3,0.8,3,0.6,0,0,4,3,1,0.5,0
LivingstonCreek13,RR,5,0.5,0,0,2,0.4,3,0.8,0,0,4,1.9,1,0.6,0
LivingstonCreek17,RA,9,1,1,2.4,0,0,3,1.4,0,0,2,2.4,2,0.5,0
LivingstonCreek17,RA,10,1.5,1,1.1,0,0,2,1.1,0,0,4,3.1,3,0.5,0
LivingstonCreek17,RR,11,4,0,0,4,3.7,0,0,0,0,5,4.4,0,0,2
LivingstonCreek17,RR,12,3.5,0,0,4,3.9,0,0,0,0,4,3.5,0,0,3
LivingstonCreek17,RR,13,3.5,0,0,2,2.3,0,0,0,0,6,5.3,0,0,0
LivingstonCreek17,RR,14,2.5,0,0,3,2.4,0,0,0,0,4,4.6,0,0,4
LivingstonCreek17,RR,15,3,0,0,4,3.2,0,0,0,0,2,2.9,0,0,4
LivingstonCreek18,RA,1,4.5,0,0,2,1.5,2,1.3,0,0,4,2.5,0,0,0
LivingstonCreek18,RA,2,1.5,3,0.7,1,2.5,3,2.1,0,0,2,3.3,1,0.4,0
LivingstonCreek18,RA,3,1.5,1,0.9,0,0,3,1.1,0,0,3,2.2,1,0.5,0
LivingstonCreek18,RA,4,6.5,0,0,4,3.9,4,2.9,0,0,2,2.4,1,0.5,0
LivingstonCreek18,RA,5,1,0,0,4,2.6,0,0,0,0,3,2.1,0,0,0
LivingstonCreek18,RA,6,5,0,0,3,3.9,2,1.2,0,0,3,1.7,0,0,2
LivingstonCreek18,RA,7,1.5,0,0,3,2.2,0,0,0,0,4,3,0,0,0
LivingstonCreek18,RA,8,1.5,0,0,2,1.3,1,1,0,0,4,3.6,0,0,0
LivingstonCreek18,RA,9,1.5,1,1.1,2,0.9,1,0.5,0,0,5,2.4,1,0.4,0
LivingstonCreek18,RA,10,2.5,1,0.6,2,1.3,3,1,0,0,2,4,2,0.7,0
LivingstonCreek18,RR,11,1.5,0,0,0,0,3,1.4,0,0,3,2.8,3,0.8,0
LivingstonCreek18,RR,12,1,2,1.3,1,1.3,4,3,0,0,4,2.7,1,0.6,0
LivingstonCreek18,RR,13,2.5,2,3.2,2,2.2,4,3.2,0,0,2,4.4,2,0.7,0
LivingstonCreek18,RR,14,2,2,1.6,2,1.1,3,1.5,0,0,3,3.6,4,0.7,0
LivingstonCreek18,RR,15,1,2,1.3,2,2,2,2.7,0,0,2,2.8,4,0.9,0
LivingstonCreek12,RA,1,0.5,2,1,1,0.4,3,0.9,0,0,2,2,3,0.4,0
LivingstonCreek12,RA,2,0,0,0,0,0,4,0.4,0,0,2,1.2,3,0.5,1
LivingstonCreek12,RA,3,0.5,2,0.7,0,0,4,0.6,0,0,2,1.4,2,0.4,0
LivingstonCreek12,RA,4,0,0,0,1,0.5,3,1.4,0,0,3,1.1,2,0.7,0
LivingstonCreek12,RA,5,0.5,0,0,2,0.8,3,1.2,0,0,2,1.6,1,0.5,0
LivingstonCreek12,RR,6,0.5,2,0.9,1,0.5,4,1.2,0,0,2,2.6,2,0.3,0
LivingstonCreek12,RR,7,1,4,1.3,2,0.7,4,0.7,0,0,2,2.4,3,0.6,2
LivingstonCreek12,RR,8,0,2,0.4,0,0,4,0.7,0,0,2,1.5,4,0.5,2
LivingstonCreek12,RR,9,0.5,1,0.8,1,0.7,4,0.8,0,0,2,2.1,5,0.5,0
LivingstonCreek12,RR,10,0.5,3,1,0,0,3,0.6,0,0,2,1.4,4,0.6,0
LivingstonCreek11,RA,1,0,0,0,1,0.1,0,0,0,0,1,0.4,1,0.1,6
LivingstonCreek11,RA,2,0.5,0,0,4,2.9,2,1,0,0,1,2.6,3,0.1,3
LivingstonCreek11,RA,3,0,0,0,0,0,2,4,0,0,3,1.3,2,0.2,2
LivingstonCreek11,RA,4,0,0,0,1,0.9,2,0.5,0,0,0,0,2,0.2,6
LivingstonCreek11,RA,5,0,0,0,2,0.2,2,0.2,0,0,2,0.5,4,0.1,4
LivingstonCreek11,RR,6,0.5,0,0,0,0,3,0.9,0,0,3,1.7,4,0.3,0
LivingstonCreek11,RR,7,0,0,0,0,0,4,0.8,0,0,1,1,3,0.3,3
LivingstonCreek11,RR,8,0.5,0,0,0,0,2,0.6,0,0,3,2.2,5,0.4,2
LivingstonCreek11,RR,9,0,0,0,0,0,1,0.2,0,0,3,2.3,5,0.3,3
LivingstonCreek11,RR,10,0.5,0,0,0,0,3,0.8,0,0,2,1.5,4,0.8,3
LivingstonCreek19,RA,1,0.5,0,0,2,0.8,1,0.9,0,0,3,2.7,1,0.5,0
LivingstonCreek19,RA,2,0.5,0,0,2,0.4,1,0.2,0,0,4,1.9,2,0.3,3
LivingstonCreek19,RA,3,2,0,0,2,0.7,4,1.7,0,0,3,0.9,1,0.3,1
LivingstonCreek19,RA,4,0.5,0,0,2,0.9,4,1.1,0,0,2,2,2,0.3,0
LivingstonCreek19,RA,5,1,0,0,2,0.4,0,0,0,0,4,1.8,0,0,2
LivingstonCreek19,RR,6,1.5,0,0,3,2.2,2,2,0,0,4,3.6,0,0,0
LivingstonCreek19,RR,7,1,0,0,2,2.8,1,0.8,0,0,3,2.8,1,0.5,0
LivingstonCreek19,RR,8,3,0,0,4,3.5,3,2.6,0,0,3,3.4,2,0.4,0
LivingstonCreek19,RR,9,1,0,0,2,0.8,0,0,0,0,5,3.1,1,0.1,0
LivingstonCreek19,RR,10,0.5,0,0,3,3.6,1,0.7,0,0,5,3.9,1,0.3,0
LivingstonCreek110,RA,1,1.5,0,0,1,0.6,4,2,0,0,3,3.2,1,0.9,0
LivingstonCreek110,RA,2,1.5,2,1.1,1,1.2,2,1.3,0,0,4,4.1,0,0,0
LivingstonCreek110,RA,3,1,1,1.4,1,0.3,1,0.8,0,0,5,3.1,0,0,0
LivingstonCreek110,RA,4,0.5,1,1.5,0,0,4,1.1,0,0,2,3.1,1,0.7,0
LivingstonCreek110,RA,5,1,1,0.8,1,0.8,1,1.2,0,0,6,3.5,1,0.6,0
LivingstonCreek110,RR,6,1.5,2,1,0,0,4,1.4,0,0,3,3,3,0.8,0
LivingstonCreek110,RR,7,1,1,0.3,0,0,3,0.7,0,0,3,1.7,4,0.5,0
LivingstonCreek110,RR,8,0.5,1,0.4,0,0,3,1.2,0,0,4,2.2,3,1,0
LivingstonCreek110,RR,9,1,1,1.6,0,0,6,1.7,0,0,1,2.3,3,0.5,0
LivingstonCreek110,RR,10,1.5,1,0.8,2,3.1,2,2.7,0,0,4,4,0,0,0
LivingstonCreek111,RA,1,0.5,0,0,1,0.6,1,0.6,0,0,6,2.5,0,0,0
LivingstonCreek111,RA,2,0.5,1,0.6,1,0.6,1,1.2,0,0,6,2.1,1,0.4,0
LivingstonCreek111,RA,3,0.5,0,0,1,0.3,0,0,0,0,6,2.8,0,0,0
LivingstonCreek111,RA,4,1.5,2,1.5,1,0.2,1,0.8,0,0,4,3.8,0,0,0
LivingstonCreek111,RA,5,1.5,0,0,1,1.2,4,2.2,0,0,3,4.1,0,0,0
LivingstonCreek111,RR,6,1.5,0,0,1,0.3,3,1.8,0,0,3,2.6,4,0.5,0
LivingstonCreek111,RR,7,1,1,0.4,2,1.1,3,1,0,0,4,3.2,1,0.1,0
LivingstonCreek111,RR,8,1,1,0.8,1,0.9,2,0.4,0,0,5,2.3,2,0.4,1
LivingstonCreek111,RR,9,0.5,0,0,1,1.3,3,0.9,0,0,5,2.9,2,0.5,1
LivingstonCreek111,RR,10,1,2,1.5,0,0,4,1.4,0,0,3,1.8,1,0.1,0
LivingstonCreek24,RA,1,1,0,0,2,1,1,0.8,0,0,5,2.5,1,0.6,0
LivingstonCreek24,RA,2,2,0,0,4,1,0,0,0,0,3,3.4,1,0.5,0
LivingstonCreek24,RA,3,1,0,0,2,1,0,0,0,0,4,1.9,2,0.5,0
LivingstonCreek24,RA,4,0,0,0,3,0.6,1,0.6,0,0,4,2.5,0,0,0
LivingstonCreek24,RA,5,1,0,0,3,1.3,1,0.5,0,0,3,3.3,2,0.9,0
LivingstonCreek24,RR,6,0.5,0,0,3,1.3,0,0,0,0,3,3,2,0.8,0
LivingstonCreek24,RR,7,0.5,0,0,3,0.8,0,0,0,0,4,2.8,0,0,0
LivingstonCreek24,RR,8,0.5,0,0,3,0.6,0,0,0,0,4,3.1,0,0,0
LivingstonCreek24,RR,9,1.5,0,0,3,1,0,0,0,0,5,3.8,0,0,0
LivingstonCreek24,RR,10,1.5,0,0,3,0.9,1,0.7,0,0,5,3,1,0.6,0
LivingstonCreek23,RA,1,1,0,0,3,1.8,0,0,0,0,4,2.6,0,0,0
LivingstonCreek23,RA,2,1.5,0,0,2,1,1,0.7,0,0,4,3,0,0,0
LivingstonCreek23,RA,3,0.5,0,0,3,0.7,0,0,0,0,3,2.5,0,0,0
