song,year,artist,genre,lyrics,length,commas,exclamations,colons,hyphens
frutto-del-buio,2007,blind-guardian,Metal,"[Italian bonus track]
Lei non c'e'
ed il buio arriva,
io so che non tornera'.
Della magia tutto cio' che rimane
e' un ricordo nel tempo che va.
Come un'alba la vita puo'
coprire ogni bugia,
verita' nascoste tra le ombre,
sogni pieni di follia.
Presto sara' notte
nel buio che rimane.
Poi di colpo tutto e' chiaro
e la luce ritorna da me.
Lei ha chiuso gli occhi,
ha chiamato il mio nome,
non e' mai piu' tornata da me.
Frutto del buio
il tuo seme cresce
in un mondo di malinconia
quando la luce
esce fuori dal cuore
Lei non c'e'
resta il buio dentro,
nulla cura il mio male.
L'alba e' sparita
soffocata nel sogno
in un giorno che muore di gia'.
La speranza si spegne gia',
l'alba della vita.
Di fronte alla morte
io sono rimasto solo.
Frutto del buio
il tuo seme cresce
in un mondo di malinconia
quando la luce
esce fuori dal cuore",831,7,0,0,0
the-script-for-my-requiem,2006,blind-guardian,Metal,"Hallowed be the fatherland
God he knows
How long I'd been away
From here I did start for a search so
Full of decease
I still hear my cryouts
From the old cellar's inside
Born in the days of medieval
My inner voice
Is always asking why
I came from nowhere
Without a task, without a name
No fear of evil
Fate, so god please lead me through
Forgotten realms
Mysterious dreams
In sunless rooms I'd sworn
I'll finish what I started, once
I'll find my holy grail
In the holy land
Returning of the miracles
It's my own requiem
The jester's tears
They are inside me
Agony's the script for my requiem
Returning of the miracles
It's my own requiem
Is the script already written
Jester's tears I cry
Yes, I cry
I went out of my mind
In desert lands
Insanity's pawn
Out of control
Much too long I've been isolated
From my thoughts
Enclosed by the leader's spell
Bewildered to marc
As a glory knight
And I tried
Still I hear the scream of thousands:
""Crucify, crucify
Take it all
Our gold, our home, our life,
But we didn't kill your Christ!!
Reach out for your holy grail
Enslave us and make us
Your god's sacrifice!!""
Returning of the miracles
It's my own requiem
The jester's tears
They are inside me
Agony's the script for my requiem
Returning of the miracles
It's my own requiem
Is the script already written
Jester's tears I cry
Yes, I cry
Still I'm confused
If I was dreaming
Too late I realized
I'd been another fool
I pay the price
Returning of the miracles
It's my own requiem
The jester's tears
They are inside me
Agony's the script for my requiem
Returning of the miracles
It's my own requiem
Is the script already written
Jester's tears I cry",1642,9,4,1,0
hasta-manana,2013,abba,Pop,"Where is the spring and the summer
That once was yours and mine?
Where did it go?
I just don't know
But still my love for you will live forever
Hasta MaÃÂ±ana 'til we meet again
Don't know where, don't know when
Darling, our love was much too strong to die
We'll find a way to face a new tomorrow
Hasta MaÃÂ±ana, say we'll meet again
I can't do without you
Time to forget, send me a letter
Say you forgive, the sooner the better
Hasta MaÃÂ±ana, baby, Hasta MaÃÂ±ana, until then
Where is the dream we were dreaming
And all the nights we shared
Where did they go?
I just don't know
And I can't tell you just how much I miss you
Hasta MaÃÂ±ana 'til we meet again
Don't know where, don't know when
Darling, our love was much too strong to die
We'll find a way to face a new tomorrow
Hasta MaÃÂ±ana, say we'll meet again
I can't do without you
Time to forget, send me a letter
Say you forgive, the sooner the better
Hasta MaÃÂ±ana, baby, Hasta MaÃÂ±ana, until then",967,16,0,0,0
form-of-intellect,2008,gangstarr,Hip-Hop,"Tell me, do you have a clue of what to do
Can you groove to this smooth tune, you must presume
It's important, for you to follow this creation
And hey Son, life is more than having fun
So run and get some help with the problems that you face
Take a taste of the bass put your perspective in place
Get real, deep, so you can keep involved
Revolve and solve, so you can make the calls
Like a supervisor he who is wiser than the others
'Cause they need someone to advise them to discover
Things that they don't know so the papers I will check
Then they'll start to grow to this form of intellect
When the road is too steep, do you have the stamina
First album took us two weeks, since then we have been plannin'
An exclusive attraction, produce it to your satisfaction
Those of you lackin, we will put you back in your slime
So you can think and get a grip of
Yourself by yourself, and then you'll get a sip of
A gift that's equipped with the script that shocks
You can take a walk ?on God?
With your mouth wide open, hoping you can find a
Way to display similar actions in a kind of mockery
'Cause you don't realize the cost to be
Creative genius please, I'm too clean to play
Glance per chance, watch GangStarr perfect
And dance your pants like champs, to this form of intellect
Valuable solutions, we invent here
Break and remake the cupcakes to show we've been sent here
To serve you, so swallow this and bite it
And why bring, ignorance when we're inviting
You to get advancement, while you're on the dance tip
And don't you know the transcript will make you shake hips
Or chill at will, and with skill, you'll learn some etiquette
Better get the subject or be last at the predicate
And get a set, of headphones and speakers
As lyrical lessons manifest, I will keep you
Abrest of the best, in this rap mess
Over-saturated market, full of wackness
I'm Gifted Unlimited, Rhymes Universal
The Guru, nursing you with a verse spilled
Don't choke, and don't turn blue in a frenzy
Premier's severe, on the steel wheels he lends me
Spontaneous cuts, but not mainly just that
It's the scratching format, exact with maddening accuracy
Craftily, on the side or in back of me
Nastily, as if his name was Dick Dastardly
Original so get it yo the Gang gets respect
The chain and the star is a symbol, of this form of intellect",2314,35,0,0,1
eagle-short-version,2009,abba,Pop,"They came flying from far away, now I'm under their spell
I love hearing the stories that they tell
They've seen places beyond my land and they've found new horizons
They speak strangely but I understand
And I dream I'm an eagle
And I dream I can spread my wings
Flying high, high, I'm a bird in the sky
I'm an eagle that rides on the breeze
High, high, what a feeling to fly
Over mountains and forests and seas
And to go anywhere that I please
As all good friends we talk all night, and we fly wing to wing
I have questions and they know everything
There's no limit to what I feel, we climb higher and higher
Am I dreaming or is it all real?
Is it true I'm an eagle?
Is it true I can spread my wings?
Flying high, high, I'm a bird in the sky (I'm an eagle)
I'm an eagle that rides on the breeze
High, high, what a feeling to fly (What a feeling)
Over mountains and forests and seas
And to go anywhere that I please",915,11,0,0,0
mr-sandman,2006,blind-guardian,Metal,"Mister Sandman, bring me a dream
Make it the cutest that I've ever seen
Give her two lips like roses in clover
Then tell her that my lonesome nights are over
Mister Sandman, I'm so alone
Don't have nobody to call my own
Please turn on your magic beam
Mister Sandman, bring me a dream
Mister Sandman, bring me a dream
Make it the cutest that I've ever seen
Give her the word that I'm not a rover
Then tell her that my lonesome nights are over
Mister Sandman, I'm so alone
Don't have nobody to call my own
Please turn on your magic beam
Mister Sandman, bring me a dream
Mister Sandman, bring us a dream
Give her a pair of eyes with a congeal of gleam
Give her a lonely heart like Harlehatschi
And not so wavy hair like Liberatschi
Mister Sandman, someone to hold
Would be so peachy before we're to old
So please turn on your magic bean
Mister Sandman, brings us
Please, please, please
Mister Sandman, bring us a dream
Yeah",920,12,0,0,0
love-isn-t-easy-but-it-sure-is-hard-enough,2006,abba,Pop,"Do you remember the first time
And all of your sweet, sweet talk
Ain't heard a lot since then, love
Now look at that guy
He's making me cry
He leaves every mornig
And he hardly says goodbye
But if I would have to choose
I wouldn't let you go
Just give it some more time
And you will see your love will grow
Darling I know
We gotta have patience, love isn't just a sensation
Some of the time it gets rough
Love isn't easy, but it sure is hard enough
(Sweet, sweet, our love is bittersweet)
Giving, love is the reason for living
But a few things can be tough
Love isn't easy, but it sure is hard enough
(Sweet, sweet, our love is bittersweet)
From the first moment I saw you
I've treated you like a queen
I've given you lots of presents
Now listen to that
Just look at a cat
You'd think he was an angel
But he's talking through his hat
But if I would have to choose
I wouldn't let you go
Just give it some more time
And you will see your love will grow
Darling I know
We gotta have patience, love isn't just a sensation
Some of the time it gets rough
Love isn't easy, but it sure is hard enough
(Sweet, sweet, our love is bittersweet)
Giving, love is the reason for living
But a few things can be tough
Love isn't easy, but it sure is hard enough
(Sweet, sweet, our love is bittersweet)
Patience, love isn't just a sensation
Some of the time it gets rough
Love isn't easy, but it sure is hard enough
(Sweet, sweet, our love is bittersweet)
Giving, love is the reason for living
But a few things can be tough
Love isn't easy, but it sure is hard enough",1549,24,0,0,0
much-too-much,1992,gangstarr,Hip-Hop,"Other MCs in the place know I'm much too much
And I'll bust 'em all up without even cussing
All wannabe's are never ever gonna be nothin'
Gang Starr's in the house and we're crushing
So suckers better be up on their p's and q's and
Competition come against me and you're losing
I'll use a simple style just to catch you snoozing
Wake up wake up kid read the news and
Take heed cuz you need to see how battles are won
When a real man displays how it must be done
And I snuff bum MCs and keep the cashflow comin'
And never had no problems getting women
I'm like a catalyst causin' a chain reaction
Dopest vocalist ad now the main attractionn
Things turn gold at my slightest touch
That's why the people say that I'm much too much
I'm much too much
I'm much too much
I'm much too much
I'm much too much
Check the G-U-R-U yes the brother who's progressing
If beats are cake I'm frosting, if salad I'm dressing
Never stressing or guessing or messing around man
Just turn up the system so the beat can be pounding
Blasting out your radio my vocals surrounding
Take a trip uptown and come back down and
And kick it with the fellas I call my crew so
I'm gettin' kinda fat like a big huge sumo
I figure that I'm due and it's true cuz you know
A rapper this nice oughtta clock mad dough
Not the stuff from the baker but the loot yo the paper
I set up shop and drop gems and catch 'em later
Cuz I'm like keeping it moving, improving steadily
Pumping kinda loud in your Blazer or Cherokee
Doesn't matter what you drive, automatic or clutch
Just pop in my tape cuz I'm much too much
I'm much too much
I'm much too much
I'm much too much
I'm much too much
I walk in the room unload a boom that's like sonic
My slick voice to the beat is symphonic
To a biting MC my lines are toxic and chronic
My mystical style is like harmonic
I've rarely had a difficulty slaying MCs
Cuz the ones who were toughest still begged on their knees
And I wreck the set with the greatest of ease
And you know I'm swift like the breeze
I'll never understand why a wack rapper tries and
Convinces himself that his image is so fly and
That's the type of crap you know I'm not buying
Chumps lack the beats and their rhymes don't apply and
That's why I've come into your life today
Just to make you sweat in my unique way
I'm controlling all action dissing MC ducks
That's why everybody knows that I'm much too much
I'm much too much
I'm much too much
I'm much too much
I'm much too much
(Mack A Mil) (Mack A Mil) (Mack A Mil)
(Mack A Mil) (Mack A Mil) (Mack A Mil)
(Mack A Mil) (Mack A Mil) (Mack A Mil)",2563,3,0,0,3
another-holy-war,2006,blind-guardian,Metal,"I am god
The only one
I will bring back
Freedom to your heart
You won't believe
That blind can see
No one else before me ever knew
The way to paradise
For another bloody crime
I shall return
I am your light on through the night
Why am I born
Will I fail to rise again
Another crucifixion for
Another holy war
Can't stop what's going on
Can't stop what's going on
Sooner or later you must understand
My words bring freedom
And rescue for man
What else,
To call me your Messiah
Oh, I wish there could be another way
Cross and nails are already prepared
My sell out
Waits till I'm crucified
I will die before my vision ends
Why am I born
Will I fail to rise again
Another crucifixion for
Another holy war
Can't stop what's going on
Can't stop what's going on
Wait for the dawn
To take me away
What will be if I fail
Another golden calve
Never, never ending
Pain and agony
Hit me, nail me make me god",896,4,0,0,0
take-a-rest,2006,gangstarr,Hip-Hop,"Well goodness gracious, let me just take this
Time out to pull a rhyme out, and update this
For you and yours, simply because
Some MC's have luck but suck
So I pluck em like feathers on the back of a chicken
Cause I'm mad like a pit when my man says, ""sick 'em""
Positive is the mindstate, but it could still mean that
I will kick a ill, malicious like mean rap
Suckers they forced me, to knock em all out and
They think they know things, like what I'm about and
They try to analyze criticize scandalize
The outcome is death, don't ask me to sympathize
Realize, that I'm not to be played with
I'll flip so fast, you won't know I'm the same kid
I'm tired and fed, with all the weak stuff said
All the phony-baloney, that went out like Pro-Keds
You've got no leads, so you shoot blanks
It's me the crowd thanks as I step to the top ranks
Bankin my money, and investin it wisely
Snatchin up chumps when they try to sneak by me
I'm the dominant one, call me the prominent one
And as I'm speakin I'll be bombin the dumb
Deaf and blind cause I was born with a sharp mind
Eatin MC's with ease like it's lunchtime
Or crunchtime, when they get done without warning
I'll bust that butt from nighttime til morning
Your song's boring, and so I'm scoring
Much points cause when it's time to throw joints
I cause havoc, the mic I grab is like savage
I invade the stage, and make you get off
The force is like a three-eight, blowin your head off
And that's just in case you might be wearin a vest
Cause you're simply a pest in this mess I suggest you
Don't ever sleep son, peep one or two of these lines here
Arranged by a great brain, delivering rhymes clear
And concise with a nice dope voice and
Killin the fakes like a taste of some poison
Punks are thinkin they're alla that, their voices are all flat
They're findin their names, in a Wack Rapper's Almanac
Me follow that hollow crap, no way Jose
I'll seek out a better sound, to somethin Premier plays
Days will go by, and soon you'll know why
MC's like me will rise like the Enterprise
Starship, headin straight for the target
Destination, a place where no perpetration
Is permitted, the Guru is with it to explain
How some MC's are scared to ride on a Four train
Or any other train in the city, for that matter
Playin a role that they stole like a batter
But I know they ain't so I'll paint the real picture
My vocals go solo and like a bolo I'll hitcha
Square in your face I'll crack your ribs and your chest
Cause you thought your off-brand jam was the best
You fessed cause you guessed people would be impressed
I'm gonna bust that bubble on the double ""take a rest""
Sit back and reflect, ponder and chill out
Rhymes like daggers make blood spill out
But you can't blame me, for bringin disaster
With all these ducks, claimin that they're the masters
Only thing they mastered, is how to get wacker
As I roll uphill, they roll downhill faster
Now they're wondering how they lost their touch
Wanna buy my rhymes but mine cost too much
I'm the innovative one, call me the creative one
And I won't stop til the job is done
All the slobs just run when I come to get some
Cause they know better, than to challenge this go-getter
They get bust you can trust cause I won't let a
Booty-ass rapper get wins against me?
I guarantee that I won't act friendly
Cause crabs have a nerve and deserve to get whipped on
Their girls get kissed on, while they get flipped on
I slaughter and slay, or slap em up quick
Cause the lyrics they kick make me seriously sick
No substance, no value, but nevertheless
They're gettin daytime play but I still say they should ""take a rest""",3602,43,0,0,6
rubber-ball-man,2007,abba,Pop,"The poster on the wall of a dear friend
I wish there was a way that I could show you how your songs set me free
The hero of them all
You're a legend
I guess I'll never get a chance to know you
Still you're close as can be
Make the bandstand to a dreamland, Rubber Ball Man
Clapping your hands, let your feet dance, Rubber Ball Man
When you're jumping up and down, nobody's standing still
Some of us dreaming, some of us screaming
Look at your fans, how we love you, Rubber Ball Man!",482,7,1,0,0
slipping-through-my-fingers,2012,abba,Pop,"Schoolbag in hand, she leaves home in the early morning
Waving goodbye with an absent-minded smile
I watch her go with a surge of that well-known sadness
And I have to sit down for a while
The feeling that I'm losing her forever
And without really entering her world
I'm glad whenever I can share her laughter
That funny little girl
Slipping through my fingers all the time
I try to capture every minute
The feeling in it
Slipping through my fingers all the time
Do I really see what's in her mind
Each time I think I'm close to knowing
She keeps on growing
Slipping through my fingers all the time
Sleep in our eyes, her and me at the breakfast table
Barely awake, I let precious time go by
Then when she's gone, there's that odd melancholy feeling
And a sense of guilt I can't deny
What happened to the wonderful adventures
The places I had planned for us to go
(Slipping through my fingers all the time)
Well, some of that we did but most we didn't
And why, I just don't know
Slipping through my fingers all the time
I try to capture every minute
The feeling in it
Slipping through my fingers all the time
Do I really see what's in her mind
Each time I think I'm close to knowing
She keeps on growing
Slipping through my fingers all the time
Sometimes I wish that I could freeze the picture
And save it from the funny tricks of time
Slipping through my fingers
Slipping through my fingers all the time
Schoolbag in hand she leaves home in the early morning
Waving goodbye with an absent-minded smile",1502,6,0,0,3
prophecies,2015,blind-guardian,Metal,"I can see a crow on your judgement day
Seems like a sermon
Please come over, don't come over
Please come over here
Welcome the last day of our lives
I will break the circle
Walls, I'll tear them down
And guilt will break the silence
But there is no return
No return
We shall overcome
We will bring you back
To a moment in time
We will reveal and detect
What you are
Precious truth in a cage
It has been captured but safe
And there we'll bind it and
Blind it with lies
The king will come
World will come undone
He is the center of creation
The prophecy
It's a promise to us all
A crow, a storm
Shadows will be rising soon
A crow, a storm
The Nine sing
Once upon a dream ago
We're the ones you've left alone
Now, as we speak
There's a way, there's a door
Come find us and join us
Come see it and feel it
Doors in and out
You shall be falling
Your mind's still trapped in twilight
Now, catch a glimpse
Shall I get through
They've walked on
To the other side
But how could I know?
I'm drowning, drowning
Where do I belong?
Drown in shadows
I am the center of creation
The prophecy
It's a promise to us all
A crow, a storm
Shadows will be rising soon
A crow, a storm
The Nine sing
Once upon a dream ago
We're the ones you've left alone
Don't blame me, don't blame me
It's my lying toad
The crow and the hare
They've moved further into the unknown
Mark my words
They will be gone
You'll see them playing games, my dear
They've moved along
Cause one day in the afterlife
We'll meet again
They're frowning, frowning
On your judgement day
They are shadows
They're in the center of creation
The prophecy
It's a promise to us all
A crow, a storm
Shadows will be rising soon
A crow, a storm
The Nine sing
Once upon a dream ago
We're the ones you've left alone
But don't be afraid
There's war beyond the red door
And please ignore their pleas
Just break the seal
Break the seal, find the red door
(There's a red, there's a red, there's a red door)
Break the seal, find the red door
The eternal
The infernal
The eternal
We shall better get him back
The eternal
The infernal
The eternal
Will we ever see the light again?",2105,19,0,0,0
a-dark-passage,2006,blind-guardian,Metal,"I feel cold
Facing the darkness
The light's gone away
Deep in his castle he said
All land'll be mine
There's one thing for sure
The triumph of shadow is near
Deep in his castle they sang
We shall not rest
Until all will be thyne
All land is mine
You can be sure
Don't dare me
The mighty one screamed
Smashed down the light
I will not rest till I'm king
Valinor's empty now
Allied the elves and men
They shall be damned
Rise of fall
A dark tale ends
Just wondering how
In the darkness
They found their way
To the right place
Children of the sun
Second kindred
We call their race
Treat them kindly
Born in the east
(Are the) nightfearer
They moved westwards
Towards the sunshine
(They are) morning breath like
Short's their life
(Like) dawn passes by
When the day comes
The field was lost
(And) hope had passed away
The sun went down
Beyond the sea
Dark was the hour
But day shall come again
Smashed down the light
I will not rest till I'm king
Valinor's empty now
Allied the elves and men
They shall be damned
Clean my wounds
Wash away all fear
Let courage be mine
No one hears me crying
No song no tale
Which contains all the grief
(But)
Renowned the deeds
And the victims of defeat
Sit down on your chair
And look out for your kin
With my eyes you'll see
And with my ears you'll hear
You troubled my day
And you've questioned my strength
(But) don't mess
With the master of fate
Smashed down the light
I will not rest till I'm king
Valinor's empty now
Allied the elves and men
They shall be damned
I smashed down the light
And dared Valinor
I smashed down the light
Revenge will be mine
Slowly marching on
Still we're marching on",1630,0,0,0,0
ashes-to-ashes,2006,blind-guardian,Metal,"Taste the poison
Feel that this is life
Hallowed be the game
Of life and innocence
God's waiting for him
Join us at the road to fate
There are no two paths
Feel the pain
Which steps into his life
Agony
He'll be crucified
Death awaits
Knocking at his door
Agony
Leave him
The clock will strike the end
Hell or heaven
Reflect and fade away
Ref.:
Ashes to ashes, dust to dust
The life clock strikes and You obey
Like a candle light that fades
Ashes to ashes, dust to dust
When the life clock strikes You will obey
Time isn't here to stay
Ashes to ashes, dust to dust
the life clock strikes and You obey
A light shows the right way
Morning is whispering in my head
Too late to say goodbye
Too late
The last breath's done
Deliverance at all
he's born to find this end
I am the one
The one who's calling
Obey my call to the cemetery
And don't be afraid
To step into the dark
Be sure that my voice
will take You home
Ref.:
Ashes to ashes, dust to dust
The life clock strikes and You obey
Like a candle light that fades
Ashes to ashes, dust to dust
When the life clock strikes You will obey
Time isn't here to stay
(Solo)
No hope he'd waited so long
This can't be God's will
He surrendered long ago
There was no real chance
Ashes to ashes and dust will be dust
Ashes to ashes, you all will be dust again
The clock had struck the end
Up to heaven
Reflexions fade away
Ref. (1st)
Taste the poison
Feel that this is life
Hallowed be the game",1430,6,0,2,0
wheel-of-time,2010,blind-guardian,Metal,"Now there is no end
The wheel will turn, my friend
I'm in flames
Cause I have touched the light
It pulls me so
We shall be one
Forevermore
That's all I want
It's all I need
Everything is fixed
There's no chance
There's no choice
It's calling me
Saidin
So precious and sweet
My mind keeps fading away
It's scratching deeper
My sole reliever
How can I find you now?
Passing through the flames
I see
How terror will rise
It soon will be over
O father of lies
Like foul winds at twilight
It's coming over me
What was and what will be?
What is?
I don't know
Driving me insane
Just feel the heat
Madness creeps in
I'll tear it down
There's no end
Wheel of time
It keeps on spinning
There's no beginning
Turn the wheel of time
There's no beginning
Just keep on spinning
Light - it binds me
Light - it blinds me
Light - it finds me
Light denies me now
I creep along
So desperate and tired
Let me ask you
Why?
I am what I am
Prophecies I am the chosen
Ta'veren
The flame will grow
Feel the heat
I'll keep on breathing
After all there's no tomorrow
Wheel of time
Save my soul, find a way
And if I fail, will it all be over?
Oh wheel of time
The vision
So fleeting and vague
Once again I will bring down the mountain
One last glimpse
It is costantly slipping away
The young man said
""I will never give up""
The inner war
I can hold against it
My mind, my mind
My mind's in darkness
The young man says
""I will never give in""
The prophecy
Behold it's true
I conquer the flame
To release the insane
I'm crying
I cannot erase
I'm the dragorn reborn
And in madness
I soon shall prevail
Twice I'll be marked and
Twice I shall live
The heron sets my path
And name me true
Twice I'll be marked and
Twice I shall die
My memory's gone
But twice I pay the price
Wheel of time
Save my soul
Find a way
May it be as the pattern has chosen
Oh, wheel of time
Turn the wheel of time
It keeps on spinning
There's no beginning
There's no end, wheel of time
There's no beginning
Just keep on spinning
Shine on
Embrace and deny me
Turn on, wheel of time
Shine on
You've burnt me, now guide me
Weave on, wheel of time",2083,9,0,0,3
2-deep,2008,gangstarr,Hip-Hop,"I'm 2 deep and yes much too complicated
My lines when stated are quite often underrated
So consider it a privilege to hear this
Those weak-minded opinions could never come near this
For my outlook on life is a profound view
Whil the suckers act down thinking that they sound new
Only a few sound true
Me and the crew know who
'Cause you see me and the fellas have been waiting for a while now
Giving you the time to get your wack-ass style down
You punks pop junk as if life is a fantasy
Knowing that hard is something you can`t be
So you front but you could never call my bluff
'Cause you`ll catch hell you`ll get dealt with
[Chorus]
I never sleep
I always peep
Rhymes creep
I`m 2 Deep
I`m 2 Deep....
I forgive you sike I`m takin` your life
'Cause you continue to disrespect so I`ma get trife
But then again I think I`ll spare ya
'Cause I know tht all it takes one rhyme just to scare ya
See I`m the holder of the key
Don`t ask me if I`m Muslim don`t say nothin` to me
I said I was raised like one son I had two cousins
They pushed me to find myself or else they knew I wasn`t
Gonna make it and then end up a statistic
My life was twisted I almost missed it
The chance yes the chance to make you feel good
I used to steal goods and fake my parents out real good
But now I got K-N-O-W-L-E-D-G-E of self 'cause I`m me
And the nation of Islam has my support
'Cause they try to reeducate the ones who are lost
And the 5 percent nation takes other steps
To get through to brothers on the corners with the reps
And in the prison they give the brothers new visions
Of how we can gain wealth gain self esteem and dream
Of a total different scene I dress clean, stand lean
Say what I mean and I`m out
Like a scout on a new route exhibitting clout
[Chorus]
For right now yo my religion is rhyming
Perfect timing test the flow and climb in
Ansaar, Sunnite, Sheite, Jihad
All must regard the times are hard
Unite or perish
Is the message I cherish
That goes for my people of all religions
If we`re all black why have so many divisions
Superficial factors are drawing us apart
Don`t let it happen
Let`s put some respect back in
So before I act I think 'cause it`s the brink of destruction
Word corruption what`s up son your gun is just one
And I just might have one
Or two or maybe even three or four
And plus an army of 100 or more
But violence is never my first choice
I come in peace to release the effect of my voice
[Chorus]",2417,4,0,0,10
just-to-get-a-rep,2014,gangstarr,Hip-Hop,"Stick up kids is out to tax
And this is how the story goes
Brothers are amused by others brother's reps
But the thing they know best is where the gun is kept
'Cause in the night, you'll feel fright
And at the sight of a 4-5th, I guess you just might
Want to do a dance or two
'Cause they could maybe bust you for self or wit a crew
No matter is you or your brother's a star
He could pop you in check without a getaway car
And some might say that he's a dummy
But he's sticking you and taking all of your money
It's a daily operation
He might be loose in the park or lurking at the train station
Mad brothers know his name
So he thinks he got a little fame
From the stick-up game
And while we're blaming society
He's at a party with his man
They got their eye on the gold chain
That the next man's wearing
It looks big but they ain't staring
Just thinking of a way and when to get the brother
They'll be long gone before the kid recovers
And back around the way, he'll have the chain on his neck
Claimin' respect, just to get a rep
Ten brothers in a circle
Had the kid trapped, the one wit the hood, he said, ""we'll hurt you""
If you don't run out your dues and pay
Give up the rolex watch or you won't see another day
See, they were on the attack
And one said, ""yo, you want to make this to a homicide rap?
Make it fast so we can be on our way
Kick in the rings and everything, ok?""
The kid was nervous and flinching
And little shorty with the 3-8, yo, he was inchin
Closer and closer, put the gun to his head
Shorty was down to catch a body instead
Money was scared so he panicked
Took off his link and his rings and ran frantic
But shorty said, ""now"" pulled the trigger and stepped
It was nothing, he did it just to get a rep",1726,16,0,0,3
ride-into-obsession,2010,blind-guardian,Metal,"Come, I'll show you the end
You're damned, 'cause no-one can defy me
Just watch these madded creatures
Like you, they all once reached out
A war to win
But I'm gonna burn this vision down
Call me the father of lies
Just watch these saddened creatures
They've turned you into their savior
You'll hold your ground until your last breath
You twist then turn, and now you're falling down
The battle rages on and forever and ever the wheel will turn
Let ages come and go (The Wheel will turn now)
The wheel will turn
Another ride into obsession
I am reborn, (the wheel will turn)
The wheel will turn
And I am driven to obsession
All these dying men
Try to understand
They all followed the sign
It's the cycle's end
There's no hope
For a while
From the ashes arise
Can't save her
Enjoy the flames
So precious, so pure
And you try
You're sure to fail
And madness
Is the price you've to pay
Unholy grounds
Witness your last breath
The cycle ends
And you're stumbling
The battle will go on
And forever and ever
It's raging on
Let ages come and go (The Wheel will turn now)
The wheel will turn
Another ride into obsession
I am reborn, (the wheel will turn)
The wheel will turn
And I'm driven to obsession
Through the flames you'll see me,
You'll be mine, believe me
This is the moment I long for
Wake up there's a storm to face and
Right now when the land lies bleeding
It's me, I conquer your soul
Still I'll be on my way
Oh light, let me out here I pray
And over and over and over again
There is no beginning
No end
This war, it still goes on
And forever and ever
I will return
Let ages come and go (The Wheel will turn now)
The wheel will turn
Another ride into obsession
I am reborn, (the wheel will turn)
The wheel will turn
And I am driven to obsession
Light- so serene
True source reign over me
There's no end and
There's no beginning
''You will never be alone''
There's no end and
There's no beginning
''You will never be alone''",1927,13,0,0,2
does-your-mother-know,2001,abba,Pop,"You're so hot, teasing me
So you're blue
but I can't take a chance on a chick like you
That's something I couldn't do
There's that look in your eyes
I can read in your face
that your feelings are driving you wild
Ah, but girl you're only a child
Well I can dance with you honey
If you think it's funny
Does your mother know that you're out
And I can chat with you baby
Flirt a little maybe
Does your mother know that you're out
Take it easy (take it easy)
Better slow down girl
That's no way to go
Does your mother know?
Take it easy (take it easy)
Try to cool it girl
Take it nice and slow
Does your mother know?
I can see what you want
But you seem pretty young
to be searching for that kind of fun
So maybe I'm not the one
Now you're so cute, I like your style
And I know what you mean
when you give me a flash of that smile (smile)
But girl you're only a child
Well I can dance with you honey
If you think it's funny
Does your mother know that you're out
And I can chat with you baby
Flirt a little maybe
Does your mother know that you're out
Take it easy (take it easy)
Better slow down girl
That's no way to go
Does your mother know
Take it easy (take it easy)
Try to cool it girl
Take it nice and slow
Does your mother know
Well I can dance with you honey
If you think it's funny
Does your mother know that you're out
And I can chat with you baby
Flirt a little maybe
Does your mother know that you're out
Well I can dance with you honey
If you think it's funny
Does your mother know that you're out
And I can chat with you baby
Flirt a little maybe
Does your mother know that you're out
Well I can dance with you honey
If you think it's funny
Does your mother know that you're out
And I can chat with you baby",1717,3,0,0,0
on-top-of-old-smokey,2006,abba,Pop,"Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day
Gonna jump down, spin around, pick a bale of cotton
Gonna jump down, spin around, pick a bale a day
Oh Lordy
Pick a bale of cotton
Oh Lordy
Pick a bale a day
Oh Lordy
Pick a bale of cotton
Oh Lordy
Pick a bale a day
I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day
I said me and my buddy gonna pick a bale of cotton
Now me and my buddy gonna pick a bale a day
Oh Lordy
Pick a bale of cotton
Oh Lordy
Pick a bale a day
Oh Lordy
Pick a bale of cotton
Oh Lordy
Pick a bale a day
On top of old Smokey
All covered with snow
I lost my true lover
By courting so slow
For courting's a pleasure
And parting is grief
And a false-hearted lover
Is worse than a thief
On top of old Smokey
All covered with snow
I lost my true lover
By courting so slow
Well, you wake up in the morning
Hear the ding dong ring
You go marching to the table
See the same old thing
See the fork on the table
Nothing in your pan
If you say a thing about it
You're in trouble with the man
Let the midnight special
Shine a light on me
Let the midnight special
Shine it's everlovin' light on me
If you ever go to Houston
Well you'd better act right
And you'd better not gamble
And you'd better not fight
For the sheriff will arrest you
And he'll take you down
And before you understand it
You are prison bound
Let the midnight special
Shine a light on me
Let the midnight special
Shine it's everlovin' light on me",1521,9,0,0,1
