oid,obj_type,name,short_name,name_en,type,address_manual,phone,www,email,description,description_en,obj_history,obj_history_en,obj_hints,work_time,work_time_en,coord
9004,Памятники,Маринеско А. И.,,To Marinesko A.I.,,"г. Санкт-Петербург, Сампсониевский Большой пр., 28а, НПО специальных материалов",,,,"Памятник А. И. Маринеско находится на проспекте Стачек, города Санкт-Петербурга, у дома №67. Монумент в честь Героя Советского Союза и подводника был установлен в декабре 2013 года по инициативе местных жителей. Сбором средств на создание памятника занималась организация «Союз жителей Автово». 

Выполненная из бронзы фигура командира Краснознаменной подлодки С-13 Александра Маринеско установлена на высоком гранитном постаменте. Общая высота композиции составляет 6,5 метров. Авторами монумента стали архитектор Вячеслав Бухаев и скульптор Иван Корнеев.","Marinesco Alexander (1913-1963). Captain 3rd Rank. In 1943-1945 commanded the submarine S-13, sank fascist superliner ""Wilhelm Gustov."" Posthumously in 1990 awarded the title Hero of the Soviet Union. AI Marinesco monument located on Prospect Stachek, the city of, at the house №67. Monument in honor of Hero of the Soviet Union and the diver was installed in December 2013 on the initiative of local residents. Raising funds for the monument was engaged in the organization ""Union Avtovo residents.""

Made of bronze figure of the Red commander of the submarine S-13 Alexander Marinesco installed on a high granite pedestal. The total height of the composition is 6.5 meters. The authors of the monument became an architect and sculptor  Buhaev   y Ivan Korneev.",,,,Круглосуточно,24 hours,"59.964413,30.342494"
9005,Памятники,Матросову А. М.,,To Matrosov A.M.,,"г. Санкт-Петербург, ул. Александра Матросова, угол Большого Сампсониевского пр.; 
г. Санкт-Петербург, Аллея Героев Московского парка Победы",,,,"Открыт 7 мая 1968 г.
Скульптор: Торич Л. М.
Архитектор: Шимаковский Л. И.
Материал скульптуры - гранит. Высота памятника — 3,5 м. 

Надписи: на стеле с лицевой стороны рельефными знаками: Александр Матросов.

В сквере на углу улицы Александра Матросова и Большого Сампсониевского проспекта 7 мая 1968 года был открыт Памятник Александру Матросову (скульптор Л. М. Торич, архитектор Л. И. Шимаковский).","Opened May 7, 1968
Sculptor: Torich L. M.
Architect: Shimakovsky L. I.
Sculpture material - granite. The height of the monument - 3.5 m.

Inscriptions on the stele from the front side embossed characters: Alexander Matrosov. 

In the park on the corner of Alexander Matrosov and Big Sampson Avenue May 7, 1968 was established a monument to Alexander Matrosov (LM Torich sculptor, architect LI Shimakovsky).",,,,Круглосуточно,24 hours,"59.667935,30.419408"
9007,Памятники,Мациевичу Л. М.,,To Mazievich L.M.,,"г. Санкт-Петербург, Аэродромная ул., 13",,,,"Капитан ВМФ Российской империи Лев Макарович Мациевич - один из первых Российских авиаторов. 
Погиб 23 сентября 1910 года, в результате Первой в России Авиакатастрофы.
похоронен в Александро-Невской Лавре как Национальный герой.
Комендантский аэродром — место, где в сентябре 1910 г. прошел первый Всероссийский праздник воздухоплавания. 24 сентября рухнул самолет, управляемый Л. М. Мациевичем. На месте его гибели в конце 1910 г. или начале 1911 г. установлен памятник-плита с надписью. 
К 1970-м годам памятник оказался разрушен. Воссоздан в 1984 г. по проекту, разработанному архитектором В.И. Константиновым.","Captain of the Navy of the Russian Empire Leo Makarovich Matsievich - one of the first Russian aviators.
Died September 23, 1910, as a result of the first in Russia plane crash.
buried in the Alexander Nevsky Lavra as a national hero.
Commandantsky Aerodrom  - a place where in September 1910 was the first All-Russian festival of aeronautics. September 24 plane crashed controlled LM Matsievich. In place of his death at the end of 1910 or early 1911, a monument was established with the inscription plate. 
By the 1970s, the monument had been destroyed. Restored in 1984, the project developed by architect VI Konstantinov",,,,Круглосуточно,24 hours,"53.190677,50.179074"
9008,Памятники,Маяковскому В. В.,,To Mayakovsky V.V.,,"г. Санкт-Петербург, Маяковского ул. на пересечении ул. Некрасова, сквер",,,,"Памятник В.В. Маяковскому установлен в сквере на углу Маяковского и Некрасова в 1976 г. Скульптор А.Б. Пленкин, архитектор В.П.Литвяков. Сам памятник представляет собой бюст Владимира Маяковского, высотой 1,65 м, который возвышается на постаменте в 3,4 м. В доме 52 по ул. Надеждинской ещё в царское время Маяковский снимал квартиру.
Памятник Маяковскому (Триумфальная площадь) – одна из достопримечательностей столицы. 

Скульптура выполнена из бронзы. Она установлена на постаменте из гранита. Маяковский изображен стоящим с распахнутым пиджаком в позе чтеца. В левой руке он держит записную книжку. Автор монумента  в 1959 году был награжден за свою работу Ленинской премией.","Monument to V. Mayakovsky installed in the park at the corner of Mayakovsky and Nekrasov in 1976 Sculptor AB Plenkin architect V.P.Litvyakov. The monument is a bust of Vladimir Mayakovsky, a height of 1.65 m, which stands on a pedestal of 3.4 m. In the house 52 on the street. More Nadezhdinskaya in tsarist times Mayakovsky rented an apartment. 
The sculpture is made of bronze. It is mounted on a pedestal of granite. Mayakovsky is depicted standing with his jacket wide open in a pose reader. In his left hand he holds a notebook. The author of the monument in 1959, was awarded for his work Lenin Prize.",,,,Круглосуточно,24 hours,"53.798182,81.322569"
9010,Памятники,Менделееву Д. И.,,To Mendeleev D.I.,,"г. Санкт-Петербург, Московский пр., 26/49, во дворе Технологического института; 
г. Санкт-Петербург, Московский пр., 19; 
г. Санкт-Петербург, ул. Академика Павлова, 12, НИИ экспериментальной медицины",,,,"Менделеев Дмитрий Иванович (1834-1907)  - великий русский учёный-энциклопедист: химик, физикохимик, физик, метролог, экономист, технолог, геолог, метеоролог, нефтяник, педагог, воздухоплаватель.

Скульптор: Манизер Матвей Генрихович (1891-1966)

Открыт 28 ноября 1928 г.

Материалы: бронза — бюст, литеры; гранит красный, кованый — постамент.

Надписи: на постаменте с лицевой стороны накладными знаками: Профессор Менделеев;
с тыльной стороны врезными тонированными знаками: Профессору Технологического института, 1828 — 1872 ко дню столетия института 1828 — 1928 инженер-технологи, научные работники и студенты.

Высота бюста — 1,5 м, высота постамента — 4,7 м.","Mendeleev Dmitriy Ivanovich  (1834-1907) - the great Russian polymath: chemist,  physicist, metrologist, economist, engineer, geologist, meteorologist, teacher, balloonist.

Sculptor: Manizer Matvey Genrihovich (1891-1966)

Opened on November 28, 1928

Materials: bronze - bust, letters; red granite, wrought - pedestal.

Inscriptions on the pedestal on the front side overhead signs: Professor Mendeleev;
the back of the cut-tinted characters: To the professor of the Technology Institute,1828 - 1872 to the 100th anniversary of the Institute 1828 - 1928 mechanical engineers, researchers and students.

The height of the bust - 1.5 m, the height of the pedestal - 4.7 m.",,,,Круглосуточно,24-hour,"53.217726,34.402376"
9011,Памятники,Меншикову А. Д.,,To Menshikov A.D.,,"г. Колпино, сквер на берегу р. Ижоры",,,,"Меншиков Александр Данилович, светлейший князь (1673 – 1729). Один из ближайших сподвижников Петра I, крупный военачальник во время Северной войны. После смерти Петра I фактический правитель государства, генералиссимус. 

Скульптор: Чаркин А. С.
Архитектор: Васильковский В. С.
Материалы: бронза – бюст, постамент; гранит полированный – основание.
Высота бюста — 1,5 м, высота постамента — 1,8 м.

Надписи: на постаменте с лицевой стороны: ""Первому губернатору Санкт- Петербурга князю Александру Даниловичу Меншикову в год 275-летия города Колпино с благодарностью"".

Сооружен по инициативе Колпинского историко-краеведческого музея на основании распоряжения губернатора Санкт–Петербурга «в связи с празднованием 275-летия г. Колпино и в целях увековечения памяти первого губернатора Санкт–Петербурга, герцога Ижорского, князя А.Д. Меншикова». При создании скульптурного портрета автор воспользовался старинными гравюрами и бюстом Меншикова, выполненным скульптором Б. Растрелли.","Menshikov Aleksandr Danilovich, his Highness Prince (1673 - 1729). One of the closest associates of Peter I, military commander during the Great Northern War. After the death of Peter I's de facto ruler of the state, Generalissimo.

Sculptor: Charkin A. S.
Architect: Vasilkovsky V. S.
Materials: bust, pedestal - bronze; foundation - polished granite.
The height of the bust - 1.5 m, the height of the pedestal - 1.8 m.

Inscriptions on the front side of the pedestal : ""To the First governor of St. Petersburg  - to Prince Alexander Danilovich Menshikov on the year of 275th anniversary of Kolpino city"".

Built on the initiative of Kolpinsky History Museum by order of the governor of St. Petersburg. The author of the sculpture took the old prints and Menshikov bust by sculptor Bartolomeo Rastrelli.",,,,Круглосуточно,24-hour,"59.763244,30.592405"
9013,Памятники,Памятный знак на месте дуэли К. П. Чернова и В. Д. Новосильцева,,Memorial sign at the place of duel K. P. Chernov and V. D. Novosiltsev,,"г. Санкт-Петербург, парк Лесотехнического университета",,,,"Па́мятный знак (стела, обелиск) на месте дуэли К. П. Чернова и В. Д. Новосильцева был открыт 10 сентября 1988 года по инициативе Лесотехнической академии, и в первую очередь — директора библиотеки Т. А. Зуевой. Памятник установлен в Санкт-Петербурге в парке Лесотехнического университета.

Архитектор: Васильковский Владимир Сергеевич (1921-2002). Материалы: гранит серый, кованый — стела, тумбы. Высота стелы — 250 см

Памятный знак представляет собой стелу с надписью:
""10 сентября 1825 года на этом месте состоялась дуэль члена Северного тайного общества К. П. Чернова с В. Д. Новосильцевым. Секундантом К. П. Чернова был К. Ф. Рылеев. Похороны К. П. Чернова вылились в первую массовую демонстрацию, организованную членами Северного тайного общества — декабристами"".

10 сентября 1825 года на северной окраине Петербурга  произошла резонансная дуэль. Оба дуэлянта — флигель-адъютант Владимир Новосильцев и поручик Измайловского полка Константин Чернов — получили смертельные ранения. Причиной дуэли стал отказ Новосильцева из-за сопротивления его матери Екатерины Владимировны жениться на сестре Чернова.

Первоначально (в 1834 г.) места, где на расстоянии восьми шагов друг от друга стояли стрелявшие, были отмечены двумя круглыми тумбами. В 1940-х гг. тумбы были утрачены и восстановлены в начале 1960-х гг.","Memorial sign was erected on September 10, 1988 at the initiative of St. Petersburg Forest Technical University. It's located in the park of St. Petersburg Forest Technical University. 
Architector: Vasilkovsky Vladimir Sergeevich (1921-2002). 
Memorial sign is a stele with an epigraph. 
Materials: grey granite, wrought - stele, base. Its height 250 cm.

On September 10, 1825 on the Northern outskirts of St. Petersburg took place a resonant duel between K. P. Chernov and V. D. Novosiltsev. The accident was caused by Novosiltsev's refusal to marry Chernov's sister because of the resistance of his mother - Ekaterina Vladimirovna Novosiltseva. Both duelists were fatally injured.",,,,,,"59.939095,30.315868"
9014,Памятники,Место казни декабристов,,Monument to the Decembrists at the execution site,,"г. Санкт-Петербург, Александровский парк, Кронверкский вал",,,,"Открытие: 25 декабря 1975 г.
Архитекторы: Петров В. А.; Леляков А. Г.
Скульпторы: Игнатьев А. М.; Дема А. Г.
Материалы: гранит розовый, кованый — обелиск; бронза — медальон, детали; медь  — символическая композиция.
Высота обелиска — 9 м.

Надписи: на постаменте с лицевой стороны: На этом месте 13-25 июля 1826 года были казнены декабристы П. Пестель, К. Рылеев, П. Каховский, С. Муравьев-Апостол, М. Бестужев-Рюмин; 
с тыльной стороны: ""Товарищ, верь: взойдет она, Звезда пленительного счастья, Россия вспрянет ото сна, и на обломках самовластья напишут наши имена!""
Памятник сооружен к 150-летней годовщине восстания декабристов.","Address: Alexander Park, Kronverksky vallum

Opened on December 25, 1975
Architects: Petrov V. A.; Lelyakov A. G.
Sculptors: Ignatiev A.; Dema A. G.
Materials: pink granite, wrought obelisk; bronze medallion and details; copper - symbolic composition.
The height of the obelisk - 9 m.

Inscriptions on the front side of the pedestal: ""At this point 13/25 July 1826 were executed Decembrists: P. Pestel, K. Rileyev, P. Kakhovsky, S. Muravyov-Apostol, M. Bestuzhev-Rumin;
on the back side: ""Comrade, believe: joy's star will leap Upon our sight, a radiant token; Russia will rise from her long sleep; And where autocracy lies, broken, Our names shall yet be graven deep"".

The monument was erected on the 150th anniversary of the Decembrists uprising.",,,,Круглосуточно,24-hour,"59.953673,30.317431"
9016,Памятники,Мечникову И. И.,,To Mechnikov I.I.,,"г. Санкт-Петербург, Пискаревский пр., 47, больница Петра Великого",,,,"Мечников Илья Ильич (1845-1916) - эмбриолог, микробиолог и патолог, лауреат Нобелевской премии (1908 г.).

Скульптор: Шервуд Леонид Владимирович (1871-1954)

Открыт: 30 июня 1936 г.

Материалы: бронза — скульптура; гранит темно-серый, кованый и полированный — постамент.

Подписи: на плите скульптуры с тыльной стороны: Отл. К. Миглинник

Надписи: на основании скульптуры с лицевой стороны литыми знаками: Илья Ильич Мечников. З.V. 1845 — 2.VII.1916; слева: “Нет в мире непонятного, многое не понято”.

Высота скульптуры — 1,4 м, высота постамента — 1,9 м.","Ilya Ilyich Mechnikov (1845-1916) - embryologist, microbiologist and pathologist, Nobel laureate (1908). 

Sculptor: Sherwood Leonid Vladimirovich (1871-1954)

Opened on June 30, 1936

Materials: bronze - sculpture; granite dark gray, forged and polished - pedestal.

Signatures: on the back side -  cast by K. Miglinnik

Inscriptions on the basis of the sculpture on the front side: Ilya Ilyich Mechnikov. З.V. 1845 — 2.VII.1916; ""There is nothing incomprehensible in the world, many things are not understood.""

The height of the sculpture - 1.4 m, the height of the pedestal - 1.9 m.",,,,Круглосуточно,24-hour,"59.980808,30.428858"
9017,Памятники,Мицкевичу А.,,To Mizkivich A.,,"г. Санкт-Петербург, Графский пер., 8",,,,"Мицкевич Адам (1798-1855) - польский поэт, деятель национально-освободительного движения.

Скульптор: Ястребенецкий Григорий Данилович (род. 1923) 

Архитектор: Одновалов Станислав Павлович (род. 1934)

Открыт: 14 декабря 1998 г.

Материалы: бронза — бюст; гранит полированный — постамент, основание.

Подписи: на основании постамента с тыльной стороны врезными знаками: ск. Ястребенецкий Г.Д. / арх. Одновалов С.П.

Надписи: на постаменте врезными золочеными знаками на лицевой грани: Аdат / Мickiewicz / 1798–1855;
на правой грани: Мы все от Него, великому польскому поэту к 200-летию со дня рождения. Соотечественники; 
на левой грани: Му z Niеgо Wszyscy wielkiemu polskiemu poecie w dwusenta rocznice urodzin Rodacy.

Памятник-бюст А. Мицкевичу сооружен в соответствии с распоряжением губернатора Санкт-Петербурга к 200-летию со дня рождения поэта. Памятник установлен у школы № 216 с углубленным изучением польского языка.

Основой для бюста послужил прижизненный скульптурный портрет Мицкевича, выполненный французским скульптором Давидом де Анжером в 1845 г. Бюст отлит на заводе “Монументскульптура”. Гранит для постамента доставлен из месторождения “Кашина Гора” в Карелии.

Высота бюста — 1,15 м, высота постамента — 2,5 м.","Adam Mickiewicz (1798-1855) - polish poet, activist of the national liberation movement.

Address: Grafskiy pereulok, 8

Sculptor: Yastrebenetsky Grigoriy Danilovich (1923)

Architect: Odnovalov Stanislav Pavlovich (1934)

Opened on December 14, 1998

Materials: bronze - bust; polished granite - pedestal base.

Signatures on the back side of the pedestal: Yastrebenetsky G. D. / Odnovalov S. P.

Inscriptions: on the front side of the pedestal: Adat Mickiewicz 1798-1855; 
on the right side: ""We all are from Him, to the great Polish poet to the 200th anniversary of his birth. From his compatriots"";
on the left side: ""Mu Niego z Wszyscy wielkiemu polskiemu poecie w dwusenta rocznice urodzin Rodacy"".

The memorial bust of Adam Mickiewicz was erected in accordance with the order of the governor of St. Petersburg to the 200th anniversary of the poet.

The basis for the bust is the portrait sculpture of Mickiewicz made by French sculptor David de Angers in 1845. The bust is cast in the factory ""Monumentskulptura."" 

The height of the bust - 1.15 m, the height of the pedestal - 2.5 m.",,,,Круглосуточно,24-hour,"59.930669,30.345953"
9018,Памятники,Можайскому А. Ф.,,To Mozhayskiy A.F.,,"г. Санкт-Петербург, ул. Красного Курсанта, 12—16, Военно-инженерный космический университет им. А. Ф. Можайского; 
г. Красное Село, развилка Гатчинского и Таллинского шоссе",,,,"Можайский Александр Федорович (1825-1890) - контр-адмирал, изобретатель, создал первый в мире летательный аппарат тяжелее воздуха.

Скульптор: Черниенко Григорий Александрович (род. 1918) 

Архитектор: Драги Александр Адольфович (1913-1990)

Открыт 29 марта 1958 г.

Материалы: бронза — бюст; гранит — постамент.

Надписи: на постаменте с лицевой стороны врезными знаками: Александру Федоровичу Можайскому

Памятник установлен перед зданием военного университета, носящего имя А. Ф. Можайского.

Высота бюста — 1,5 м, высота постамента — 4,3 м.","Mozhayskiy Alexander Fedorovich (1825-1890) - rear admiral, inventor, created the world's first aircraft heavier than air.

Address: Krasnogo Kursanta ulitsa, 12-16, Mozhaysky Military Space Engineering University

Sculptor: Chernienko Grigory (1918)

Architect: Draghi Adol'fovich Alexander (1913-1990)

Opened on March 29, 1958

Materials: bronze - bust; granite - pedestal.

Inscriptions on the front side of the pedestal -  to Alexander Fedorovich Mozhayskiy 

The monument was erected in front of the Mozhaysky Military Space Engineering University.

The height of the bust - 1.5 m, the height of the pedestal - 4.3 m.",,,,Круглосуточно,24-hour,"59.689291,30.465626"
9020,Памятники,Морейская колонна,,Moreyskaya column,,"г. Пушкин, Екатерининский парк, у Чертова моста на Нижних прудах",,,,"Архитектор: Ринальди Антонио (1709-1794)

Сооружена в 1771 г.

Материалы: мрамор розовый – завершение с рострами; мрамор сибирский, серый с прожилками – ствол колонны и постамент; мрамор каррарский белый – плинт, база и капитель; медь - доска.

Гладкий ствол колонны водружен на прямоугольный постамент и увенчан конусообразным завершением с двумя рострами  – первый пример ростральной колонны в русской архитектуре. Колонну называли «малой ростральной», в отличие от «большой» - Чесменской.","Pushkin, Catherine Park, near Devil's Bridge on the bottom of ponds

Architect: Antonio Rinaldi (1709-1794)

Set up in 1771. 

Materials: marble pink - rostrums; Siberian marble, gray-streaked - scape and pedestal; Carrara marble white - plinth, base and capital; Copper - board.

The smooth scape of the column is raised on a rectangular pedestal and topped by a cone-shaped end of two rostrums. This is the first example of the rostral column in Russian architecture. This column is called ""Small rostral column"", as opposed to the ""Big"" one - Chesmenskaya column.",,,,"Вход в Екатерининский парк открыт с 7:00 до 21:00. Кассы  работают с 9:00 до 18:00 (ежедневно, с апреля по октябрь). С ноября по март вход в парк свободный.","The Catherine park is open from 7 a.m. till 9 p.m. Ticket officies - from 9 a.m. till 6 p.m. (daily, April-October). November-March - free","59.713180,30.395926"
9021,Памятники,Морякам и создателям флота России,,Monument to Seamen and Founders of Russian Fleet,,"г. Санкт-Петербург, Петровская наб. на пересечении с Петроградской наб.",,,,"Открытие памятника 2 ноября 1996 г. было приурочено к 300-летию создания российского флота Петром Великим. 

Скульптор М. К. Аникушин.

Архитектор Т. П. Садовский.

Общая высота памятника — 8,0 м, высота скульптуры — 3,5 м.","Opened on November 2, 1996. The opening of the monument was dedicated to the 300th anniversary of the foundation of Russian fleet by Peter the Great.

Sculptor: M. K. Anikushin 

Architect: T. P. Sadowski

The total height of the monument - 8.0 m, the height of the sculpture - 3.5 m.",,,,Круглосуточно,24-hour,"51.649784,39.211570"
9023,Памятники,Мосину С. И.,,To Mosin S.I.,,"г. Сестрорецк, на углу ул. Воскова и Мосина",,,,"Мосин Сергей Иванович (1849-1902) - генерал-майор, конструктор-оружейник, изобретатель многозарядной «винтовки Мосина».

Скульптор: Петров Борис Анатольевич (род. 1948) 

Архитектор: Бакусов Александр Георгиевич (род. 1950)

Открытие: 16 сентября 2001 г.

Материалы: бронза — бюст, текстовая доска, декоративные детали; гранит красный, полированный — постамент.

Подписи: с тыльной стороны: Арх. А. Г. Бакусов, ск. Б.А.Петров / ММ I

Надписи: на постаменте с лицевой стороны на доске: Сергей Иванович Мосин; 
на боковых гранях: Сергей Иванович Мосин - 1849-1902 - конструктор трехлинейной винтовки образца 1891 года, начальник Сестрорецкого оружейного завода с 1894 по 1902 год, инициатор строительства первой сестрорецкой народной школы в поселке Разлив.
Трехлинейная винтовка образца 1891 года находилась на вооружении русской и советской армии более 50 лет. Пехотная винтовка: емкость магазина - 5 патронов, масса без патронов и штыка - 3990 грамм, начальная скорость пули - 620 м/сек, прицельная дальность стрельбы - 1920 метров.

Памятник-бюст изобретателю винтовки-трехлинейки С.И. Мосину сооружен на основании распоряжения губернатора Санкт-Петербурга. Установлен рядом с Инструментальным заводом, где работал изобретатель.

Высота бюста — 1,5 м, высота постамента — 3 м.","Sergey Ivanovich Mosin (1849-1902) - major general, weapons designer, inventor of the multiply-charged rifle - ""The Mosin–Nagant""

Sculptor: Petrov  Boris Anatolevich  (1948)

Architect: Bakusov Alexander Georgievich (1950)

Opened on September 16, 2001

Materials: bronze - bust, text board, decorative items; red granite, polished - pedestal.

Captions on the back side of the bust: architect A. G. Backus,  sculptor B.A.Petrov / MM I

Inscriptions on the pedestal on the front side: Sergei Ivanovich Mosin;
on the sidewalls: Sergei Ivanovich Mosin - 1849-1902 - creator of the trilinear rifle of 1891, the head of the Sestroretsk arms factory from 1894 to 1902, the initiator of the construction of the first Sestroretsk public school in Razliv village.
The Russian and Soviet army was armed with the trilinear rifle of 189 for more than 50 years. The infantry rifle: magazine capacity - 5 rounds, weight without rounds and bayonet - 3990 g., muzzle velocity - 620 m/s, rifle range - 1920 meters.

The Monument to the inventor of the trilinear rifle S. I. Mosin was set up by the order of the governor of St. Petersburg. 

The height of the bust - 1.5 m, the height of the pedestal - 3 m.",,,,Круглосуточно,24-hour,"60.085083,29.967160"
9024,Памятники,Московские Триумфальные ворота,,The Moscow Triumphal Gate,,"г. Санкт-Петербург, Московский пр., 103",,,,"Архитектор: Стасов Василий Петрович.

Скульптор: Орловский Борис Иванович.

Сооружена в 1834—1838 гг. в честь победоносного окончания русско-турецкой войны (1828—1829 гг.). Монументальный портик, сооружённый из мощных колонн, символизирует величие и славу русской армии.Тема победы поддержана скульптурными композициями военных трофеев, знаков и оружия.

Ворота - самое крупное в мире архитектурное сооружение, собранное из чугунных деталей. Высота ворот 23 метра, длина 36 метров.  Высота колонн - 15 метров, диаметр колонн - более 2 метров.","Architect: Stasov Vasiliy Petrovich.

Sculptor: Orlovskiy Boris Ivanovich.

It was erected in 1834-1838 in the memory of the Russian victory in the Russo-Turkish War (1828-1829). The monumental portico made of the powerful columns symbolized greatness and glory of the Russian army. The war victory theme was further underlined with the sculpture compositions of war trophies, signs and weapons.

The Gate is the world's largest architectural structure made of cast iron parts. The height of the gate - 23 meters, the length - 36 meters, the height of the columns - 15 meters, the diameter of the columns - 2 meters.",,,,,,"59.89116,30.318132"
9025,Памятники,Мусоргскому М. П.,,To Musorgsky M.P,,"г. Санкт-Петербург, Лермонтовский пр., 54, сквер",,,,"Мусоргский Модест Петрович (1839-1881) - русский композитор.

Скульптор: Тимченко Алексей Павлович (1913-1991)

Открыт: 21 марта 1989 г. Открытие памятника приурочено к 150-летию со дня рождения М. П. Мусоргского.

Материалы: бронза — бюст; гранит серый — постамент.

Надписи: на постаменте с лицевой стороны: М. П. Мусоргскiй. 29 выпуска, 1856 г.;
с тыльной стороны: “Бориcъ Годуновъ”,  “Хованщина”, “Пляска смертей”, “Детская.”

Высота бюста — 0,9 м, высота постамента — 1,1 м.","Musorgskiy Modest Petrovich (1839-1881) - russian composer.

Address: Lermontovsky., 54

Sculptor: Timchenko Alexei Pavlovich (1913-1991)

Opened on March 21, 1989. The opening of the monument is dated to the 150th anniversary of the birth of M. P. Mussorgskiy.

Materials: bronze - bust; granite gray - pedestal.

Inscriptions on the front side of the pedestal: M. P. Musorgskiy. 1856;
on the back side: ""Boris Godunov"", ""Khovanshchina,"" ""Dance of Death,"" ""The Nursery""

The height of the bust - 0.9 m, the height of the pedestal - 1.1 m.",,,,Круглосуточно,24-hour,"45.034318,38.917021"
9027,Памятники,Нарвские триумфальные ворота,,The Narva Triumphal Arch,,"г. Санкт-Петербург, пл. Стачек, д. 1",,,,"Нарвские триумфальные ворота были построены в память о войне 1812 года и были призваны встречать солдат, возвращающихся домой после победы над французской армией. Изначально арка была построена из дерева по проекту итальянского архитектора Джакомо Кваренги. 
В 1820-х гг. известный русский архитектор Василий Стасов решил переделать обветшавшую деревянную арку Кваренги, сохраняя первоначальный замысел. Строительство новой арки началось в 1830-х гг. после долгих обсуждений по поводу материалов для строительства. Стасов предложил использовать кирпич за основу и листы меди для облицовки фасадов. Его идея была инновационной для России и Западной Европы. Строительство было завершено в 1833, но официальное открытие состоялось только год спустя - 17 августа 1834 года. 

Нарвские ворота венчает триумфальная колесница, запряжённая 6 конями. Женская фигура, стоящая в колеснице, отлита по эскизам скульптора С. Пименова. Аллегорические фигуры, установленные над колоннами, были выполнены русскими скульпторами М. Крыловым и Н. Токаревым. Две статуи древнерусских войнов были сделаны из чеканной меди по проекту Пименова и Демут-Малиновского. Леппе создал модели крылатых фигур в арке, символизирующих славу.

С 1989 года можно посетить небольшой военный музей, размещённый в верхней части конструкции.

Общая высота ворот - 30 метров, ширина - 28 метров.","The Narva Triumphal Arch was erected as a memorial to the war of 1812. It was constructed on the Narva highway to greet the soldiers returning after their victory over Napoleon. This arch was made of wood and designed by the famous Italian architect Dzhakomo Quarenghi.
In the 1820's famous Russian architect Vasily Stasov took Quarenghi's wooden arch and redeveloped it preserving Quarenghi's original composition. 
Construction of the new arch began in the 1830's after a long debate about materials. Stasov suggested building the arch from brick and using sheets of copper for the facade. His idea was innovative for Russia and Western Europe. Construction was completed in 1833, but it was officially opened one year later on August 17, 1834.

 The arch is topped off with an impressive triumphal chariot pulled by six ponies. (hammered copper; sculptor - Peter Klodt). The female figure standing on the chariot was molded according to the model of Russian sculptor Stepan Pimenov. The allegorical figures installed over the columns were done by Russian sculptors M. Krilov and N. Tokarev. The two statues of ancient Russian warriors were made from hammered copper according to the model of Pimenov and V. Demut-Malinovskiy. I. Leppe created the models of the winged female figures in the arch, which personify glory.
Since 1989, it is possible to visit the small military museum hosted in the upper part of the structure.

The total height of the arch - 30 meters, the width - 28 meters.",,,,"Ворота - круглосуточно. Музей-памятник ""Нарвские триумфальные ворота"": среда - 14.00-20.00 (19.00); четверг-пятница - 11.00-17.00 (16 30). Выходные: понедельник, вторник, последняя среда месяца.","The monument - 24-hour. The Narva Triumphal Arch Museum: Wednesday - 14.00-20.00 (19.00); Thursday-Friday - 11.00-17.00 (16 30). Closed: Monday, Tuesday, last Wednesday of the month.","59.900881,30.273854"
9028,Памятники,Обелиск Народному ополчению Усть-Ижоры 1789 г.,,Obelisk to the people's militia in Ust-Izhora 1789,,"Усть-Ижора, пр. 9-го Января",,,,"Архитектор: Ринальди Антонио (1709-1794)

Открыт: 1791 г.

Материалы: гранит серый, кованый — обелиск, постамент, столбики ограды; чугун — навершие столбиков ограды, цепи; латунь — текстовая доска.

Обелиск посвящен событиям русско-шведской войны 1788—1790 гг. Во время войны жители села Усть-Ижора послали каждого пятого мужчину в гребную флотилию, сражавшуюся против шведов. На памятнике установлена табличка со словами из благодарственного письма Екатерины II. 

Высота памятника — 8,75 м.","Architect: Antonio Rinaldi (1709-1794)

It was installed in 1791.

Materials: gray granite, wrought - obelisk, pedestal, columns of fence; iron - pommel fence post, chain; brass - text board.

Obelisk is dedicated to the Russian-Swedish War 1788-1790. During the war residents of Ust-Izhora village sent every fifth man in a rowing fleet, fought against the Swedes.There is the plate on the obelisk with the words of thanks from the letter of Catherine II. 

The height of the monument - 8.75 m.",,,,Круглосуточно,24-hour,"59.811921,30.591974"
